year,UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200 
22,211440,R,1474,R,3,R,1471,R,1171,R,80,R,1373,R,93,R,0,R,1471,R,25,R,1,R,1398,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,212054,R,2920,R,7,R,2913,R,759,R,26,R,2063,R,71,R,6,R,2907,R,36,R,0,R,2099,R,72,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,213543,R,1299,R,2,R,1297,R,1019,R,79,R,1142,R,88,R,0,R,1297,R,17,R,2,R,1159,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,214777,R,8160,R,6,R,8154,R,5637,R,69,R,6925,R,85,R,0,R,8154,R,61,R,36,R,6986,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,215062,R,2352,R,0,R,2352,R,2018,R,86,R,2247,R,96,R,2,R,2350,R,12,R,2,R,2259,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,215293,R,3842,R,3,R,3839,R,2640,R,69,R,3207,R,84,R,0,R,3839,R,25,R,10,R,3232,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,216597,R,1668,R,1,R,1667,R,1490,R,89,R,1537,R,92,R,0,R,1667,R,3,Z,0,R,1540,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,217156,R,1559,R,1,R,1558,R,1306,R,84,R,1484,R,95,R,0,R,1558,R,14,R,60,R,1498,R,96,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,217882,R,3470,R,1,R,3469,R,2199,R,63,R,2946,R,85,Z,0,R,3469,R,40,R,6,R,2986,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,217925,R,85,R,0,R,85,R,46,R,54,R,55,R,65,Z,0,R,85,R,0,Z,0,R,55,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,221999,R,1604,R,3,R,1601,R,1416,R,88,R,1485,R,93,R,0,R,1601,R,7,R,1,R,1492,R,93,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,223232,R,3622,R,1,R,3621,R,2302,R,64,R,2873,R,79,R,0,R,3621,R,25,R,3,R,2898,R,80,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,227757,R,949,R,3,R,946,R,803,R,85,R,891,R,94,R,0,R,946,R,5,R,0,R,896,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,228246,R,1455,R,0,R,1455,R,1065,R,73,R,1179,R,81,R,0,R,1455,R,12,R,1,R,1191,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,228723,R,9489,R,0,R,9489,R,5328,R,56,R,7831,R,83,Z,0,R,9489,R,82,R,11,R,7913,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,228778,R,7036,R,0,R,7036,R,4911,R,70,R,6161,R,88,R,0,R,7036,R,107,R,5,R,6268,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,228875,R,1888,R,1,R,1887,R,1320,R,70,R,1548,R,82,Z,0,R,1887,R,4,R,2,R,1552,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,231624,R,1511,R,2,R,1509,R,1277,R,85,R,1377,R,91,R,0,R,1509,R,6,R,0,R,1383,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,234076,R,3706,R,0,R,3706,R,3316,R,89,R,3484,R,94,R,0,R,3706,R,19,R,4,R,3503,R,95,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,236948,R,6324,R,6,R,6318,R,4231,R,67,R,5180,R,82,R,0,R,6318,R,80,R,16,R,5260,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,239105,R,1989,R,0,R,1989,R,1329,R,67,R,1662,R,84,R,0,R,1989,R,3,R,1,R,1665,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,240444,R,6243,R,0,R,6243,R,4124,R,66,R,5516,R,88,R,0,R,6243,R,50,R,15,R,5566,R,89,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,243744,R,1677,R,0,R,1677,R,1241,R,74,R,1597,R,95,R,0,R,1677,R,37,R,8,R,1634,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,243780,R,6515,R,1,R,6514,R,3889,R,60,R,5387,R,83,R,0,R,6514,R,97,R,22,R,5484,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
22,445188,R,1548,R,2,R,1546,R,690,R,45,R,1062,R,69,R,0,R,1546,R,32,R,3,R,1094,R,71,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
